doctor_id,Doctor
37833,Tiffany Moss
37312,Terri Hodges
25824,Mark Harrison
5573,Bruce Kennedy
19050,John Young
20045,Joshua Morrison
9968,David Hobbs
14191,Glenn Wade
35900,Stephanie Meadows
32263,Richard Lewis
9330,Daniel Key
26632,Matthew Vincent
20308,Julia Diaz
26562,Matthew Parker
25107,Mackenzie Parker
28283,Michelle Vaughan
2876,Anthony Abbott
31538,Randall Armstrong
32186,Richard Dawson
39212,Veronica Sawyer
39963,William Mayo
16313,Jared Trevino
11775,Dr. Katherine Martin
19888,Joshua Allison
1412,Amanda Reynolds
25290,Marcia Drake
11242,Donald Combs
19704,Joseph Gross
33697,Samantha Mann
10034,David Maynard
24259,Linda Maxwell
3008,Anthony Mccullough
37110,Taylor Martin
10060,David Morris
24123,Leslie Gonzales
25846,Mark James
38758,Trevor Novak
32444,Ricky Smith
11678,Dr. Daniel Higgins MD
20890,Karen Hunter
2814,Anne Moreno
19841,Joseph Sloan
9406,Daniel Riley
5357,Brittany Collier
9796,David Armstrong
28700,Morgan Boyer
12243,Edward Wall
38153,Tina Pena
34320,Sarah Richmond
12109,Edgar Castro
21038,Karl Smith
2851,Annette Lee
29933,Nicholas Simon
18438,Joanna Aguirre
7078,Cheryl Johnson
33580,Sabrina Black
17416,Jennifer Peters
15829,James Mathews
38217,Todd Hamilton
31928,Regina Armstrong
503,Alejandro Harper
7051,Cheryl Cruz
6292,Carrie Matthews
1696,Amy Flores
18090,Jessica Moore
34161,Sarah Bradshaw
5752,Caitlin Smith
10433,Deborah Bridges
13177,Erika Newman
13326,Ethan Hall
26434,Matthew Figueroa
27445,Michael Bryant
14481,Haley Mckee
1415,Amanda Richardson MD
31095,Peggy Andrews
24412,Lindsey Salazar
24944,Lucas Hardy
3426,Ashley Harris
10155,David Sosa
37774,Tiffany Davis
13137,Erik Patel
22643,Kimberly Cardenas
36449,Susan Alvarez
12496,Elizabeth Monroe
30802,Patrick Reed
34440,Scott Clark
39810,William Caldwell
6231,Carolyn Roberts
30362,Paige Chang
2708,Anna Daniels MD
18576,Joel Armstrong
40045,William Soto
1060,Allison Dominguez
21652,Kayla Martinez
35872,Stephanie Kelley
36620,Suzanne Adams
28892,Mr. Jeffrey Hanna
11375,Donna Duffy
3444,Ashley James
2293,Angel Davies
21741,Keith Curry
30715,Patrick Best
1730,Amy Holmes
21984,Kelly Simon
23852,Lauren Martinez
28076,Michelle Bryan
39863,William Ford
23155,Kristin Zimmerman
28500,Mitchell Bradley
25785,Mark Ellis
28934,Mr. Joseph Kline
9303,Daniel Hernandez
23040,Kristi Hodges
31600,Randy Howell
1407,Amanda Price
181,Adam Booth
29785,Nicholas Barrera
24563,Lisa Jackson
10624,Denise Coleman
28383,Miranda Garcia
3540,Ashley Schroeder
32844,Robert Velazquez
6288,Carrie Marshall
19328,Jonathan Walker
10093,David Perkins
27687,Michael Manning
31892,Rebecca Whitaker
14560,Hannah Orozco
13504,Fernando Mckenzie
15822,James Marshall
32734,Robert Morales
21288,Kathleen Mendez
6673,Chad Murphy
27220,Melissa Pacheco
19076,Johnny Bennett
5931,Carl Snyder
758,Alexandria French
18689,John Castro
1155,Alyssa Griffin
35843,Stephanie Green
22952,Kristen Deleon
34703,Sean Ryan
25429,Margaret Oneal
39600,Wayne Nash
15993,James Wells
32751,Robert Norton
35601,Stacey Andersen
37993,Timothy Lane
28698,Morgan Alvarez
14594,Harold Chase
35597,Spencer Sims
32996,Robin Walker
34130,Sara Washington
28122,Michelle Foster
29631,Nathan Baldwin
32660,Robert Huff
2051,Andres Morgan
35994,Stephanie Young
34666,Sean Klein
8642,Craig French
8495,Cory Dominguez
32576,Robert Diaz
23959,Lawrence Hopkins
4228,Blake Church
4715,Brandy Wilkinson
10109,David Reyes
37938,Timothy Dean
3762,Barbara Colon
35964,Stephanie Thomas DDS
28285,Michelle Villanueva
3899,Benjamin Allen
2270,Andrew Ware
26916,Meghan Rocha
31731,Rebecca Atkins
34487,Scott Henson
38145,Tina Mason
11870,Dr. Tabitha Butler
5507,Brooke Bowen
7735,Christopher Henry
11541,Douglas Hubbard
25089,Lynn Suarez
18026,Jessica Howe
34479,Scott Greene
23426,Kyle Wilson
7422,Christine Arnold
28121,Michelle Ford DVM
7627,Christopher Carter DDS
34093,Sara Oconnor
13731,Gabriel Wilson
14779,Heather Pacheco
4587,Brandon Morales
13398,Evan Ramirez
11532,Douglas Gardner
14881,Heidi Garrison
34416,Scott Armstrong
18500,Jodi Flores
13338,Ethan Mayo
4970,Brian Acevedo
38225,Todd Krueger
29584,Natasha Bender
22265,Kerri Larson
28425,Miss Kimberly Bautista
26977,Melanie Orr
38868,Tyler Chavez
3224,April Lawson
27677,Michael Lopez
3094,Anthony Thomas
39055,Valerie Thompson
30115,Nicole Kidd
3804,Barbara Mitchell
28435,Miss Natalie Herrera MD
24536,Lisa Harvey
35906,Stephanie Moore
15926,James Roberts
2055,Andrew Aguilar
5162,Brian Porter
5141,Brian Nicholson II
39412,Vincent Alexander
29824,Nicholas Foster
31829,Rebecca Mcintyre
21424,Kathryn White
7647,Christopher Cooke
26982,Melanie Ramirez
24716,Lisa Wheeler
22268,Kerri Villanueva
25268,Marc Fisher
9951,David Hatfield
848,Alexis Wood
29617,Natasha Terry
8794,Crystal Rivera
9801,David Baldwin
18835,John Lambert
35903,Stephanie Middleton
15870,James Murray
13395,Evan Nunez
33378,Ryan Acosta
2940,Anthony Freeman
14677,Heather Davidson
23919,Laurie Jordan
37859,Tiffany Singh
34606,Sean Adams
1404,Amanda Potter
10827,Derek Miller
3919,Benjamin Christian
28136,Michelle Gray
18912,John Ortega
20582,Justin Ford
31919,Rebekah Mcdonald
19319,Jonathan Stokes
35701,Stacy Gonzalez
30599,Patricia Guzman
11451,Donna Smith
16239,Janice King
11649,Dr. Brian Brown
39505,Walter Choi
15432,Jacob Watkins
28472,Misty Good
764,Alexandria Martinez
18458,Joanna Smith
24300,Linda Thomas
23553,Latasha Bell
8680,Craig Winters
33497,Ryan Nguyen
15276,Jackie Hart
29402,Ms. Natalie Bates
37872,Tiffany White
38250,Todd Russell
37680,Thomas Reynolds
21897,Kelly Hall
29012,Mr. Nicholas Thompson
35014,Sharon Choi
38366,Tony King
5453,Brittany Terrell
1474,Amanda Woodward
15915,James Reid
20129,Joshua Wiggins
16656,Jason Webb
27087,Melissa Chaney
28785,Mr. Brent Sullivan
24089,Leroy Miller
13259,Erin Mitchell
10362,Deanna Lewis
39639,Wendy Gilbert
32786,Robert Rhodes
13019,Eric Waters
3220,April Johnson
16498,Jason Hale
2104,Andrew Ellis
33778,Samantha Young
5020,Brian Cruz
20226,Juan Myers
23771,Lauren Aguilar
12408,Elizabeth Fuentes
28020,Michele Murphy
8203,Cody Ibarra
11015,Diana Harmon
12143,Edward Boone
13667,Frederick Johnston
21161,Katherine Lewis
28805,Mr. Christopher Mcclure
18942,John Ramirez
13744,Gabriela Smith
21533,Katie Leon
7904,Christopher Sanchez
11858,Dr. Shannon Pruitt
4787,Brenda Jones
1454,Amanda Vazquez
7782,Christopher Lam
12304,Elaine Miller
3756,Barbara Carson
36761,Tamara Perry
233,Adam Juarez
16899,Jeffrey Burke
9945,David Harper
14792,Heather Rice
22770,Kimberly Mcintyre
14653,Heather Blair
14942,Henry Hughes
36953,Tanya Lopez
3763,Barbara Craig
30747,Patrick Gray
24250,Linda Krause
30656,Patricia Owen
14696,Heather Gallegos
16133,Jamie Webb
36580,Susan Rodriguez
843,Alexis Walker
19772,Joseph Mooney
28467,Misty Cowan
24087,Leroy Long
37737,Tiffany Abbott
39225,Vicki Aguilar
12646,Emily Frank
22707,Kimberly Hamilton
37962,Timothy Haley
36658,Suzanne Snyder
35767,Stefanie Rogers
39157,Veronica Adams
4399,Bradley Lopez
6641,Chad Henderson
35418,Sherri Simon
18725,John Diaz
5691,Bryan Santos
1762,Amy Mendez
6525,Catherine Malone
30399,Pam Williams
17272,Jennifer Greer
22294,Kevin Baird
26310,Mary Washington
31515,Rachel Wells
2930,Anthony Donovan
4847,Brenda Wheeler
6298,Carrie Munoz
34039,Sara Brooks
30136,Nicole Massey
16439,Jason Castillo
12737,Emily Ramsey
20086,Joshua Robinson
37458,Theresa Martinez
38062,Timothy Thomas
5838,Cameron Hayes
4138,Beverly Camacho
28202,Michelle Mendoza
10917,Desiree Potter
37014,Tara Perkins
1760,Amy Mcfarland
32287,Richard Moreno
4538,Brandon Griffith
8756,Crystal Johnson
26965,Melanie Love
2636,Ann Castro
5877,Candace Martinez
20584,Justin French
8900,Cynthia Coleman
15720,James Garrett MD
22060,Kelsey Whitehead
11088,Diane Cabrera
15076,Hunter Armstrong
4167,Bianca Green
5425,Brittany Pratt
21338,Kathryn Brown
12892,Eric Hill
29703,Nathan Rios
12292,Eileen King
13298,Erin Wilkins
12273,Edwin Mays
12425,Elizabeth Hahn
14504,Hannah Butler
5200,Brian Sutton
7399,Christina Underwood
6315,Carrie Thompson
7458,Christine Giles
361,Adriana Bryant
26770,Megan Edwards
4453,Brandi Gregory
40301,Zachary Patterson
28085,Michelle Carter
34095,Sara Ortiz
7783,Christopher Lambert
2775,Anna Taylor
278,Adam Reeves
40263,Zachary Hernandez
1946,Andrea Davis
3785,Barbara Jackson
12770,Emily Walker
18290,Jill Odom
27227,Melissa Peters
8107,Claudia Hansen
13240,Erin Hood
4479,Brandi Walker
18730,John Drake
35805,Stephanie Chavez
36760,Tamara Pearson
29593,Natasha Compton
27906,Michael Watkins
30423,Pamela Dudley
24328,Lindsay Cruz
30312,Olivia Vance
13308,Ernest Davis
27235,Melissa Reid
1832,Amy Sullivan
30800,Patrick Proctor
1105,Allison Scott
26684,Maurice Clements
22235,Kenneth Taylor
28954,Mr. Kenneth Anderson
40152,Yesenia Greer DVM
22513,Kevin Wheeler
30116,Nicole King
9392,Daniel Perkins
6862,Charles Peterson
16657,Jason Weiss
1455,Amanda Wagner
35503,Shirley Pierce
18465,Joanne Cameron
35150,Shawn Jennings
19647,Joseph Coleman MD
5088,Brian Ingram
32180,Richard Cummings
17498,Jennifer Vega
5945,Carla Bishop
29976,Nichole Clarke
20876,Karen Hatfield
33511,Ryan Peters
5139,Brian Nguyen
26927,Melanie Aguilar
33730,Samantha Riley
16908,Jeffrey Carter
15312,Jacob Beltran
23163,Kristina Clarke
10007,David Lawrence
18534,Joe Bates
11696,Dr. Donna Miller
14753,Heather Martin
5060,Brian Gilbert
29866,Nicholas Jones
29874,Nicholas Lloyd
38345,Tony Cortez
8991,Cynthia Sanchez
24436,Lisa Atkinson
23421,Kyle Wagner
17419,Jennifer Petty
36786,Tammie Dudley
31068,Paula Moreno
36509,Susan Herrera
36895,Tammy Sutton
20818,Karen Ball
28946,Mr. Joshua Mora
201,Adam Dawson
16,Aaron Carter
632,Alexander Martin
22779,Kimberly Moore
28039,Michele Spencer
33676,Samantha House
2596,Anita Craig
10183,David Valenzuela
35536,Sonia Gray
59,Aaron Lopez
12996,Eric Strickland
16483,Jason Gentry
27490,Michael Cox
17872,Jesse Peters
22619,Kimberly Arias
39291,Victor Parker
17189,Jennifer Campbell
12542,Elizabeth Ryan
18841,John Lewis DDS
38660,Travis Dixon
15114,Ian Davis
11384,Donna Fowler
6183,Carolyn Barrett
20145,Joy Gallagher
4808,Brenda Moody
5608,Bryan Brown
35190,Shawn Simmons
26961,Melanie Kane
28276,Michelle Thomas
3340,Ashlee Rasmussen
27153,Melissa Hopkins
25778,Mark Dillon
32193,Richard Durham
26816,Megan Martin
32108,Rhonda Warren
13663,Frederick Diaz
22781,Kimberly Morris
547,Alex Ryan
21854,Kelly Brown
15221,Jack Cochran
35733,Stacy Sutton
876,Alicia Burton
11692,Dr. Debra Bryan MD
4543,Brandon Harmon
39984,William Myers
22960,Kristen Garcia
38136,Tina Lamb
23710,Laura Peterson
7770,Christopher Jordan
40293,Zachary Nelson
9859,David Cooper
8421,Connor Jennings
15589,Jake Johnson
19977,Joshua Gould
21959,Kelly Oneal
16961,Jeffrey Hayes
30118,Nicole Lane
7351,Christina Mendez
23446,Lacey Nelson
3870,Becky Garcia
29495,Nancy Smith
744,Alexandra Smith
35134,Shawn Flores
25476,Maria Cobb
5023,Brian Davidson
25265,Marc Dunn
14682,Heather Duran
37153,Taylor Torres
25301,Marco Hill
14365,Gregory Little
14570,Hannah Rogers
29074,Mr. Timothy Charles
9806,David Barrera
15223,Jack Davies
16869,Jeffery Wallace
5349,Brittany Cabrera
8305,Colleen Hernandez
10744,Dennis Ingram
12490,Elizabeth Mendez
27614,Michael Holland
16731,Jean Dunn
18893,John Mueller
10599,Debra Walsh
2402,Angela Fuller
2816,Anne Murphy
14840,Hector Aguilar
28096,Michelle Cooper
22445,Kevin Owens
24933,Louis Tran
35760,Stefanie Hendricks
36776,Tami Davis
28634,Monica Murphy
20068,Joshua Perkins
36831,Tammy Hicks
11158,Dillon Jenkins
30047,Nicole Copeland
4271,Bobby Kane
9983,David Ibarra
14355,Gregory Kelley
8983,Cynthia Rodriguez
39894,William Hanson
6609,Cesar Roth
30979,Paul Parks
12902,Eric Jackson
32850,Robert Walsh
31335,Phyllis Shaw
8401,Connie Rodriguez
17109,Jenna Crawford
36857,Tammy Miller
29997,Nichole Wise
12846,Eric Clark
604,Alexander Glover
4905,Brent Ortiz
37587,Thomas Huber
3112,Anthony Warren
24442,Lisa Bates
16982,Jeffrey Keith
9309,Daniel Holmes
1713,Amy Guerrero
22548,Kim Barnes
32588,Robert Farley
36294,Steven Lucas
29419,Nancy Arnold
21905,Kelly Hill
39937,William Knox
35709,Stacy Jones
21747,Keith Fischer
30172,Nicole Reed
6712,Charlene Mendoza
1192,Alyssa Waters
28743,Morgan Short
7456,Christine George
22996,Kristen Palmer
26784,Megan Guzman
37156,Taylor Valdez
22099,Kenneth Baker
36950,Tanya Kelley
39502,Walter Bowers
14049,Gerald Choi
24651,Lisa Pratt
8888,Cynthia Bennett
1351,Amanda Mayer
10061,David Morrow
33356,Ruth Burns
17425,Jennifer Pruitt
14172,Glenn Hutchinson
26185,Mary Howe
17217,Jennifer Cruz
35476,Sherry Wilson
32534,Robert Cabrera
5236,Briana Cannon
14275,Gregg Atkinson
5920,Carl Neal
26673,Maureen Richardson
38866,Tyler Chang
19348,Jonathon Francis
25627,Marie Woods
8291,Colleen Butler
20085,Joshua Roberson
14418,Gregory Torres
39216,Veronica Sparks
27757,Michael Oconnor
15186,Isabella Collier
382,Adrienne Reed
22910,Krista Kennedy
16530,Jason Kirby
4892,Brent Jones
15358,Jacob Jacobs
23153,Kristin Wu
25782,Mark Dyer
38240,Todd Ortega
4938,Brett Johnson
25125,Madeline Miller
25464,Maria Barnes
17667,Jeremy Ochoa
25871,Mark Lyons
17607,Jeremy Crawford
37827,Tiffany Miller
21275,Kathleen Landry
38511,Tracie Haley
25421,Margaret Mcintosh
29244,Mrs. Kelsey Simmons
39702,Wesley Coleman
2511,Angela Roy
6058,Carmen Herman
5115,Brian Martinez
14133,Gina Wood
15595,Jake Rose
23581,Laura Adams
25613,Marie Mason
9306,Daniel Hines
32380,Richard Wilcox
32256,Richard Juarez
27264,Melissa Simmons
1217,Amanda Bell
10683,Denise Reynolds
6690,Chad Solomon
8669,Craig Reed MD
7413,Christina Williams
31108,Penny Becker
38156,Tina Perry
18283,Jill Mcgrath
21160,Katherine Leonard
9456,Daniel Turner
29574,Natalie Turner
21222,Katherine Watts
20350,Julia Schmitt
10593,Debra Sanchez
20293,Julia Baldwin
1768,Amy Moran
19365,Jordan Anderson
5038,Brian Esparza
25209,Mallory Richardson
18518,Jodi Valdez
21023,Karina Mccoy
12354,Elizabeth Burch
7281,Christina Chapman
5738,Caitlin Johnson
9140,Dana Howard
24275,Linda Patrick
7940,Christopher Stanley
17170,Jennifer Boone
25901,Mark Nelson
12538,Elizabeth Robinson
35638,Stacey Mccarthy
33369,Ruth Mclean
4144,Beverly Guzman
15984,James Ward
3948,Benjamin Hale
33733,Samantha Robertson
6729,Charles Beasley
4067,Beth Medina
7693,Christopher Freeman
22017,Kelsey Caldwell
13419,Evelyn Clark
3466,Ashley Malone
28780,Mr. Bradley Brown PhD
25166,Madison Robbins
5498,Brittney Villanueva
39332,Victoria Francis DDS
33276,Roy Kelly
32670,Robert Johnston
12030,Dylan Byrd
6556,Catherine Sanchez
19643,Joseph Clark
35071,Sharon Rivers
31047,Paula Gentry
32020,Renee Nichols
26424,Matthew Doyle
2267,Andrew Walker
2222,Andrew Riley
19761,Joseph Mercado
3044,Anthony Phillips
36908,Tammy Williams
29895,Nicholas Navarro
30386,Paige Tucker
36098,Stephen Patton
16765,Jeanette Mcdaniel
27389,Michael Anthony
24545,Lisa Hicks
751,Alexandra Williams
10854,Derek Wright
32979,Robin Roberts
31557,Randall Palmer
21663,Kayla Ortiz
2343,Angela Baker
11833,Dr. Paula Oneill
17715,Jermaine Hamilton
20371,Julian Mckay
17957,Jessica Collins
35548,Sonya Davila
11124,Diane Martin
14776,Heather Olsen
14366,Gregory Long
21858,Kelly Chapman
32311,Richard Phelps
39253,Vickie Rodriguez
29803,Nicholas Collins
23929,Laurie Montoya
32037,Renee Torres
24699,Lisa Turner
7628,Christopher Castaneda
12376,Elizabeth Crawford
5430,Brittany Reynolds
32023,Renee Patton
26247,Mary Ortiz
8833,Curtis Burke
24993,Luis Martin
12776,Emily Watts
14895,Heidi Lloyd
16149,Jane Gaines
8238,Cody Scott
13485,Felicia Wells
15679,James Cuevas
11272,Donald Hutchinson
14654,Heather Bowers
1269,Amanda Figueroa
10409,Debbie Leach
1109,Allison Tran
12202,Edward Mayer
20418,Julie Galvan
36762,Tamara Powers
15306,Jacob Adams
12556,Elizabeth Silva
15873,James Nelson
3461,Ashley Lewis
32708,Robert Martin
20154,Joy Potter
1421,Amanda Rojas
20404,Julie Cunningham
15755,James Hernandez
38658,Travis Dawson
40038,William Shelton
1944,Andrea Craig
35949,Stephanie Schultz
9206,Daniel Benjamin
37963,Timothy Hall
36042,Stephen Gonzalez
13531,Francis Rose
14723,Heather Hunt
33785,Samuel Beard
19691,Joseph George
1538,Amber Hunter
22348,Kevin Foster
16493,Jason Gregory
38886,Tyler Fletcher
21627,Kayla Fleming
18280,Jill Juarez
36747,Tamara Kennedy
39236,Vicki Moran
25633,Marilyn Ellis
2391,Angela Estes
14428,Gregory White
8631,Craig Davis
690,Alexandra Bennett
3832,Barbara Warner
21536,Katie Mcconnell
7280,Christina Casey
13442,Evelyn Thompson
17624,Jeremy Guzman
145,Abigail Lee
5101,Brian Larsen
3956,Benjamin Henson
8260,Cole Logan
12563,Elizabeth Stevens
16604,Jason Robles
14017,George Ramirez
7780,Christopher Knapp
33547,Ryan Skinner
12393,Elizabeth Ellison
22800,Kimberly Perkins
34421,Scott Barber
31838,Rebecca Nelson
38033,Timothy Phillips
21601,Katrina Webster
2907,Anthony Casey
7495,Christine Love
5515,Brooke Duran
29960,Nicholas White
37089,Taylor Gregory MD
8848,Curtis Hanson
26317,Mary Whitehead
21053,Katelyn Cruz
1934,Andrea Cantu
16928,Jeffrey Duran
38672,Travis Guerrero
14016,George Potter
15392,Jacob Patterson
5033,Brian Duran
40013,William Richardson
2452,Angela Lee
13248,Erin Lee
33074,Roger Craig DDS
23432,Kylie Grimes
31101,Peggy Foster
39946,William Liu
24760,Lonnie Murray
27695,Michael Matthews
20502,Julie Rivera
10687,Denise Robertson
7261,Christina Ayala
29812,Nicholas Davenport
18495,Jodi Brooks
17860,Jesse Moore
7854,Christopher Parrish
18254,Jill Brady
13038,Erica Baker
29416,Ms. Veronica Hernandez
12661,Emily Hall
29882,Nicholas Mcintyre
5983,Carla Walker
25754,Mark Castro
21657,Kayla Meza
18166,Jessica Shields
12677,Emily Johnson
36644,Suzanne Lindsey
6786,Charles Hill
9566,Danielle Moore
35488,Sheryl Reed
26512,Matthew Liu
18948,John Reyes
24399,Lindsey Mckinney
21757,Keith Hernandez
37332,Terri Wood
34969,Shannon Sutton
34858,Shannon Brandt
29140,Mrs. Ashley Williams
27463,Michael Castillo
22485,Kevin Simmons
24680,Lisa Sharp
20990,Kari Cortez
3608,Audrey Patel
28931,Mr. Jose Johnson
28519,Mitchell Liu
32565,Robert Cruz
22928,Krista Thomas
3382,Ashley Chen
12454,Elizabeth Jordan
9411,Daniel Robbins
13391,Evan Miller
1961,Andrea Gordon
10787,Derek Alexander
24099,Leslie Barr
33982,Sandra Prince
20791,Kara Jones
4454,Brandi Hill
12021,Dwayne Ramirez
15326,Jacob Clark
22399,Kevin Lara
6964,Chelsea Bauer DDS
37262,Teresa Schultz
2044,Andrea Williams
32581,Robert Duffy
1366,Amanda Montoya DDS
38493,Traci Carter
8454,Corey Frazier
11332,Donald Walker
38962,Tyler Taylor Jr.
16312,Jared Thompson
3452,Ashley Jones
13815,Garrett Miles
27206,Melissa Moyer
35955,Stephanie Skinner
3487,Ashley Moreno
22071,Kendra Gentry
39932,William Kennedy
36207,Steven Chavez
33239,Ronnie Sutton
31810,Rebecca Johnston
24485,Lisa Dickson
34926,Shannon Moore
26866,Megan Villanueva
13276,Erin Rivera
22438,Kevin Nichols
2251,Andrew Stone
2090,Andrew Cox
24918,Louis Mejia
5782,Caleb Marquez
22448,Kevin Patel
30390,Pam Armstrong
35058,Sharon Morrison
18617,Joel Sullivan
4639,Brandon Thompson
14228,Grace Garcia
39903,William Hernandez
4918,Brett Baldwin
29319,Mrs. Shannon Thompson DDS
9051,Dakota Winters
11684,Dr. David Gonzalez DVM
17556,Jeremiah Benjamin
5266,Brianna Davis
5598,Bryan Anderson
25919,Mark Perry
9920,David Gilbert
3152,Antonio King
26262,Mary Reilly
11468,Donna Weiss
16052,Jamie Garcia MD
6403,Cassandra Cruz
30676,Patricia Sanchez
17346,Jennifer Lewis
24647,Lisa Peterson
5839,Cameron Hernandez
6198,Carolyn Gray
18687,John Casey
38008,Timothy Mcgrath
29945,Nicholas Tucker
13179,Erika Payne
20570,Justin Cummings
36599,Susan Stewart
5414,Brittany Murphy
4636,Brandon Sullivan
25084,Lynn Reyes
10619,Denise Cantrell
12720,Emily Orr
7110,Cheryl Sanchez
24566,Lisa James MD
26578,Matthew Reynolds MD
12128,Eduardo Rivera
28578,Molly Tucker
2766,Anna Silva
17750,Jerry Bryant
17145,Jennifer Allen
39922,William Jackson
30596,Patricia Gonzalez
24215,Linda Fisher
20060,Joshua Owen
16013,Jamie Allison
17638,Jeremy Jackson
5511,Brooke Cochran
25052,Lydia Cook
20729,Kaitlin Sheppard
24507,Lisa Frazier
14507,Hannah Castaneda
2764,Anna Serrano
5444,Brittany Shepherd
5862,Cameron Wallace
11675,Dr. Cynthia Payne
17832,Jesse Crawford
21101,Katherine Case
23133,Kristin Richardson
19057,Johnathan Hernandez PhD
19029,John Watts
18072,Jessica Mcconnell
30263,Norman Howell
3844,Barry Jones
2231,Andrew Rose
2747,Anna Meza
18018,Jessica Herrera
2887,Anthony Baker
29949,Nicholas Vaughan
12599,Emily Abbott
18720,John Davis
25354,Marcus Sexton
24121,Leslie Garcia
14491,Haley Walker
25626,Marie Vaughn
23604,Laura Chavez
9257,Daniel Evans
15033,Holly Patterson
37139,Taylor Roberson
8511,Cory Newman
24407,Lindsey Perry
5481,Brittney Greene
22824,Kimberly Rojas
30812,Patrick Sanford
15932,James Romero
25104,Mackenzie Lee
33112,Ronald Bishop
39080,Vanessa Duarte
34572,Scott Skinner
2797,Anne Collins
14292,Gregory Bishop
9928,David Goodwin
36328,Steven Newton
10078,David Oneill
26532,Matthew Mccoy
24809,Lori Ford
8866,Curtis Rivers
33156,Ronald Lang
31489,Rachel Riley
9906,David Foster
16785,Jeanne Robbins
26998,Melanie Vargas
26806,Megan Keith
27741,Michael Morton
2961,Anthony Hawkins
3326,Ashlee Bryant
23984,Leah Cruz
34644,Sean Hall
5964,Carla Jones
3262,April Singh
10341,Dean Tucker
19760,Joseph Mendoza
18369,Jimmy Moreno
31943,Regina Gentry
15992,James Welch
15594,Jake Patel
35556,Sonya Jones
6891,Charles Simmons
30166,Nicole Price
18867,John Mccarthy
36939,Tanya Francis
24764,Lonnie White
22878,Kimberly Zimmerman
3,Aaron Alexander
13080,Erica Martinez
29202,Mrs. Heather Anderson
10349,Deanna Chambers
9803,David Ballard
7120,Cheryl Waller
14062,Gerald Lam
33985,Sandra Reid
15852,James Miranda
25220,Mandy Hill
19323,Jonathan Thompson
22061,Kelsey Wong
22654,Kimberly Conley
5471,Brittney Allen
27846,Michael Sharp
31074,Paula Oneal
20824,Karen Buchanan
880,Alicia Davis
32580,Robert Duarte
1164,Alyssa Lambert
29378,Ms. Emily Pierce
27430,Michael Bond
5177,Brian Robertson
15986,James Washington
24723,Lisa Woods
21967,Kelly Peters
30926,Paul Hood
35827,Stephanie Everett
20963,Karen Thompson
32385,Richard Wood
20947,Karen Rodriguez
38918,Tyler Jones
22549,Kim Bell
27229,Melissa Potter
29658,Nathan Garcia
949,Alisha Lopez
26999,Melanie Walker
10949,Devin Conrad
26453,Matthew Gonzales
6099,Carol Gonzalez
23244,Kristy Baker
37345,Terry Cook
13665,Frederick Gutierrez
29114,Mrs. Amber Gonzalez
31860,Rebecca Rodriguez
13156,Erika Contreras
2470,Angela Moore
18475,Joanne Nelson
26312,Mary Watts
25062,Lynn Campbell
12915,Eric Lara MD
26437,Matthew Flynn
5030,Brian Douglas
14702,Heather Gomez
19463,Jorge Gonzalez
3211,April Gutierrez
33830,Samuel Hurley
30415,Pamela Clark
31347,Priscilla Chase
17132,Jenna Spencer
14505,Hannah Calhoun
33576,Ryan Wood
24615,Lisa Miller
35612,Stacey Campbell
20737,Kaitlyn Campbell
38232,Todd Moran
28996,Mr. Melvin Guzman Jr.
3172,Antonio Tanner
331,Adrian Ford
33867,Samuel Shepherd
28309,Miguel Chavez
11824,Dr. Nicole Prince MD
868,Alicia Barry
34073,Sara Kelley
30067,Nicole Foster
39853,William Ellis
2450,Angela Lawson
37745,Tiffany Baldwin
582,Alexander Burnett
24444,Lisa Bell
19821,Joseph Robertson
1077,Allison James
5105,Brian Lester
14405,Gregory Scott
28477,Misty Le
21403,Kathryn Ross
37321,Terri Richardson
28529,Mitchell Scott
37381,Terry Richards
3628,Austin Cantu
19579,Jose Sloan
18870,John Mcdonald
28492,Misty Williams
30595,Patricia Gonzales
19528,Jose Hall
4760,Brenda Copeland
4742,Brenda Andrews
1417,Amanda Robinson
30615,Patricia Hunt
40091,William York
6454,Cassandra Walters
1593,Amber Sanchez
32828,Robert Strickland
13315,Ernest Moss
7796,Christopher Lyons
31977,Reginald Harrison
11006,Diana Erickson DDS
3810,Barbara Parker
15373,Jacob Lucas
4239,Blake Murphy
1872,Ana Morales
4995,Brian Boyd
32682,Robert Lam
32328,Richard Rose
36407,Steven Willis
12874,Eric George
33706,Samantha Meyers
39682,Wendy Roberts
24921,Louis Obrien
24610,Lisa Mclaughlin
15484,Jacqueline Johnson
32409,Ricky Barrett
16007,James Wright
35187,Shawn Santos
10102,David Powell
32017,Renee Miller
38806,Troy Cruz
12955,Eric Poole
5562,Bruce Galloway
28822,Mr. Daniel Brown
20979,Karen Woodard
33957,Sandra Mcconnell
12079,Earl White
1495,Amber Byrd
35030,Sharon Garcia
4431,Brady Burke
18315,Jill Young
34564,Scott Ruiz
37623,Thomas Mcbride
16995,Jeffrey Martin
28723,Morgan Hill
18531,Jody Williams
17868,Jesse Park
965,Alison Garrett
13363,Eugene Johnson
22969,Kristen Hicks
817,Alexis Lowery
19945,Joshua Diaz
3883,Becky Salas
29094,Mr. William Harris DDS
27569,Michael Good
22074,Kendra Hughes
8250,Cody White
2991,Anthony Kelly
25315,Marcus Dawson
24957,Lucas Smith
32860,Robert Weaver
694,Alexandra Camacho
21754,Keith Hansen
23220,Kristine Mitchell
12204,Edward Mejia
